"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2394400,"August 21, 2022",Minnesota,Minneapolis,"5114 North Mississippi Dr",0,2,N/A
2394363,"August 21, 2022",Ohio,Columbus,"100 block of Jefferson Ave",0,1,N/A
2393512,"August 20, 2022",Ohio,Toledo,"1049 Western Ave",0,1,N/A
2393173,"August 20, 2022","New York","Corona (Queens)","Beach 31st St and Seagirt Blvd",0,1,N/A
2393955,"August 20, 2022",California,"Los Angeles (Hollywood)","6801 Hollywood Blvd",0,1,N/A
2393921,"August 20, 2022",Missouri,"Saint Louis","N Grand Blvd and Page Blvd",0,1,N/A
2393165,"August 20, 2022",Colorado,Longmont,"Kensington St and St Clair Ave",1,1,N/A
2393589,"August 20, 2022",Georgia,Macon,"First Ave",0,1,N/A
2393554,"August 20, 2022",Ohio,Cincinnati,"2100 block of Boone St",0,1,N/A
2393354,"August 20, 2022","New Jersey",Paterson,"124 Putnam St",0,2,N/A
2393267,"August 19, 2022",California,"San Diego","1600 Oro Vista Rd",0,1,N/A
2392581,"August 19, 2022",California,Porterville,"300 block of E Eastridge Circle",0,1,N/A
2393237,"August 19, 2022",Pennsylvania,Williamsport,"500 block of W Edwin St",0,1,N/A
2392778,"August 19, 2022",Arizona,Phoenix,"S 9th St and E Southern Ave",0,2,N/A
2393490,"August 19, 2022",Ohio,Cleveland,"7500 block of Decker Ave",0,3,N/A
2391779,"August 19, 2022",Illinois,Chicago,"5200 block of S Green St",0,4,N/A
2398796,"August 19, 2022","North Carolina",Charlotte,"Arrowood Rd",0,1,N/A
2391721,"August 18, 2022","North Carolina","Winston Salem (Winston-salem)","7000 block of Brandemere Ln",0,1,N/A
2392404,"August 18, 2022",Michigan,Detroit,"Regent Dr and Fairmount Dr",0,2,N/A
2392349,"August 18, 2022",Illinois,Rockford,"2700 block of Conklin Dr",0,3,N/A
2391405,"August 18, 2022",Minnesota,Rochester,"1500 block of 10th St SE",0,1,N/A
2392259,"August 18, 2022","New Jersey",Clifton,"Hope Ave and Highland Ave",0,1,N/A
2391374,"August 18, 2022",Virginia,Norfolk,"E Little Creek Rd and Granby St",1,1,N/A
2391270,"August 18, 2022",Illinois,Chicago,"8200 block of S Yates Blvd",0,1,N/A
2391069,"August 18, 2022",Texas,Houston,"Meldrum Ln and Clearwood Dr",0,1,N/A
2390993,"August 18, 2022",Oregon,Portland,"3100 block of NE Rocky Butte Ln",0,2,N/A
2391761,"August 18, 2022",Ohio,Columbus,"2000 block of Lexington Ave",0,1,N/A
2392483,"August 17, 2022",Illinois,Kankakee,"1200 W Jeffery St",0,1,N/A
2391351,"August 17, 2022",Illinois,Decatur,"300 block of E Garfield Ave",0,1,N/A
2390929,"August 17, 2022",Missouri,"Saint Louis","Hodiamont Ave and Romaine Pl",1,1,N/A
2391174,"August 17, 2022",Ohio,Cincinnati,"200 block of Craft St",0,1,N/A
2390126,"August 17, 2022",Arizona,Phoenix,"N 27th Ave and W Northern Ave",1,2,N/A
2390519,"August 17, 2022",Illinois,Chicago,"7321 S Union Ave",0,4,N/A
2391042,"August 17, 2022",Pennsylvania,Philadelphia,"2800 block of Bonsal St",0,4,N/A
2390925,"August 17, 2022",Pennsylvania,Philadelphia,"N 20th St and W Berks St",0,1,N/A
2390914,"August 17, 2022","South Dakota","Sioux Falls","Anamosa St and Holcomb Ave",0,1,N/A
2389846,"August 16, 2022",Louisiana,"Baton Rouge","5600 block of Madison Ave",0,3,N/A
2390009,"August 16, 2022","New York",Utica,"Columbia St",0,2,N/A
2389677,"August 16, 2022",Virginia,Damascus,N/A,0,1,N/A
2389221,"August 16, 2022",Illinois,Rockford,"500 block of College Ave",0,2,N/A
2389534,"August 16, 2022",Ohio,Columbus,"1200 block of E Hudson St",0,1,N/A
2389286,"August 16, 2022",Wisconsin,Kenosha,"18th Ave and 65th St",0,1,N/A
2389184,"August 16, 2022",Illinois,Chicago,"2100 block of E 71st Pl",0,1,N/A
2390148,"August 16, 2022",Iowa,Ames,"1300 block of Coconino Rd",0,1,N/A
2389775,"August 16, 2022",Pennsylvania,Philadelphia,"5700 Haverford Ave",0,5,N/A
2389604,"August 16, 2022",Michigan,Detroit,"12800 Kelly Rd",0,1,N/A
2389962,"August 16, 2022",Missouri,"Saint Louis","N 18th St and O'Fallon St",0,1,N/A
2389820,"August 16, 2022",Indiana,Indianapolis,"Terrace Ave and Riley Pl",0,1,N/A
2389586,"August 16, 2022",Kentucky,Louisville,"500 block of E Jacob St",0,1,N/A
2389521,"August 16, 2022",Virginia,Portsmouth,"2900 block of Berkley Ave",0,1,N/A
2388884,"August 16, 2022",Tennessee,Memphis,"Austin Peay Hwy and New Covington Pike",0,6,N/A
2389355,"August 15, 2022",Mississippi,Tupelo,"1743 Mitchell Rd",0,2,N/A
2394832,"August 15, 2022",Delaware,Dover,"100 block of Boggs Run",0,1,N/A
2389267,"August 15, 2022","New York",Troy,"8th Ave and Northern Dr",0,1,N/A
2389486,"August 15, 2022",Ohio,Cleveland,"3600 block of Bosworth Ave",0,1,N/A
2389946,"August 15, 2022",Missouri,"Lees Summit","1500 block of SW Arbor Creek Dr",0,1,N/A
2387811,"August 15, 2022",Illinois,Chicago,N/A,0,1,N/A
2387502,"August 14, 2022","New York",Syracuse,"200 block of Sabine St",0,1,N/A
2387500,"August 14, 2022","New York",Syracuse,"700 block of W Onondaga Ave",0,1,N/A
2422377,"August 14, 2022","South Carolina",Sumter,"Old Pocalla Rd",0,1,N/A
2387411,"August 14, 2022",Ohio,Cincinnati,"Linn St and Poplar St",0,1,N/A
2387312,"August 14, 2022",Illinois,Chicago,"13200 block of S Langley Ave",0,1,N/A
2387288,"August 14, 2022",Minnesota,Minneapolis,N/A,0,1,N/A
2387196,"August 14, 2022",Indiana,Indianapolis,"4200 block of E Washington St",0,1,N/A
2386954,"August 14, 2022",Arizona,Phoenix,"4601 E Granada Rd",1,4,N/A
2386871,"August 14, 2022",Illinois,Chicago,"1800 block of W 78th St",1,4,N/A
2388983,"August 14, 2022",Pennsylvania,Harrisburg,"100 Hanover Ln",0,1,N/A
2386922,"August 14, 2022",Illinois,Chicago,"4300 block of S Western Blvd",0,1,N/A
2387435,"August 14, 2022",Illinois,Gurnee,"1 Great America Pkwy",0,3,N/A
2387792,"August 14, 2022",Illinois,Chicago,"9400 block of S University Ave",0,1,N/A
2387772,"August 14, 2022",Washington,Seattle,"9200 block of Rainier Ave S",0,1,N/A
2388846,"August 14, 2022","New York",Wyandanch,"Parkway Blvd and Russell St",0,1,N/A
2388196,"August 14, 2022",Virginia,Petersburg,"300 Mistletoe St",1,1,N/A
2388823,"August 13, 2022",Alabama,Decatur,"Point Mallard Dr SE",0,3,N/A
2386753,"August 13, 2022",Illinois,Chicago,"1100 block of S Pulaski Rd",0,1,N/A
2386751,"August 13, 2022","New York",Syracuse,"200 block of Fitch St",0,1,N/A
2388144,"August 13, 2022",Ohio,Cleveland,"7500 block of Bessemer Ave",1,4,N/A
2386032,"August 13, 2022","North Carolina",Raleigh,"2414 Paula St",0,6,N/A
2387208,"August 13, 2022",Oklahoma,"Oklahoma City","800 block of NE 13th St",0,1,N/A
2386360,"August 13, 2022","District of Columbia",Washington,"1200 block of Irving St NW",0,2,N/A
2387247,"August 13, 2022",Minnesota,"Minneapolis (Brooklyn Park)","8108 Zane Ave N",0,1,N/A
2387007,"August 13, 2022",Georgia,Atlanta,"1308 Middlesex Ave NE",0,2,N/A
2391096,"August 13, 2022",Indiana,Muncie,"500 block of N Wolfe St",0,1,N/A
2386405,"August 13, 2022",Washington,Seattle,"Occidental Ave S and S Edgar Martinez Way",0,2,N/A
2386690,"August 13, 2022",Maryland,Baltimore,"100 block of E 22nd St",0,2,N/A
2386162,"August 13, 2022",Ohio,Toledo,"W Alexis Rd and Tetherwood Dr",0,1,N/A
2387044,"August 13, 2022","South Carolina",Walterboro,"252 E Washington St",0,4,N/A
2390846,"August 13, 2022",Louisiana,Houma,"1371 W Tunnel Blvd",0,1,N/A
2388385,"August 13, 2022",Arkansas,Springdale,"4023 Hylton Rd",0,1,N/A
2385951,"August 12, 2022",Delaware,Wilmington,"900 block of Linden St",0,1,N/A
2385376,"August 12, 2022",Florida,Homestead,"12800 block of Southwest 263rd Terr",1,1,N/A
2385649,"August 12, 2022",Connecticut,Meriden,"72 Forest Ave",0,1,N/A
2386498,"August 12, 2022",California,Oakland,"73rd Ave and Hawley St",0,1,N/A
2386243,"August 12, 2022",Michigan,Detroit,"E Hollywood St",0,1,N/A
2386207,"August 12, 2022",Illinois,Chicago,"3300 block of W Harrison St",0,3,N/A
2385875,"August 12, 2022",Louisiana,Plaquemine,"23030 Talbot Dr",0,1,N/A
2386501,"August 12, 2022",California,Oakland,"900 block of 26th St",0,1,N/A
2384757,"August 11, 2022",California,Brentwood,"5961 Lone Tree Way",1,3,N/A
2384984,"August 11, 2022",Missouri,"Kansas City (Gladstone)","N Broadway and NW 68th St",0,2,N/A
2384969,"August 11, 2022",Georgia,Macon,"Ward St",0,1,N/A
2384784,"August 11, 2022",Illinois,Chicago,"11300 block of S Normal Ave",0,1,N/A
2392230,"August 11, 2022","South Carolina",Winnsboro,"College St and Spring St",0,1,N/A
2385172,"August 11, 2022","North Carolina",Lexington,"Martin Luther King Jr. Blvd",0,1,N/A
2384175,"August 10, 2022",Alabama,Mobile,"33 E Interstate 65 Service Rd S",0,1,N/A
2384118,"August 10, 2022",Illinois,Chicago,"1312 S Racine Ave",0,1,N/A
2383685,"August 10, 2022",Arizona,Phoenix,"S 48th St and E Broadway Rd",0,1,N/A
2385012,"August 10, 2022",Michigan,Kalamazoo,"Cobb Ave and Nola St",0,1,N/A
2383939,"August 10, 2022","West Virginia",Charleston,"800 block of Central Ave",0,1,N/A
2383840,"August 10, 2022","New York","Corona (Queens)","Jamaica Ave and Parsons Blvd",0,2,N/A
2385336,"August 10, 2022",Ohio,Toledo,"700 block of Turner Ave",0,2,N/A
2384103,"August 10, 2022",Illinois,Chicago,"1100 block of W 13th St",0,1,N/A
2384551,"August 10, 2022",Illinois,Chicago,"1900 block of S Trumbull Ave",0,2,N/A
2383958,"August 10, 2022",Mississippi,Winona,"613 Powell St",1,3,N/A
2384125,"August 10, 2022",Illinois,Chicago,"6121 N Broadway",0,1,N/A
2388819,"August 10, 2022",Alabama,Andalusia,N/A,0,1,N/A
2383887,"August 9, 2022",California,Bakersfield,"34th St",0,2,N/A
2383924,"August 9, 2022",Tennessee,Taft,"934 Ardmore Hwy",0,3,N/A
2382761,"August 9, 2022",Tennessee,Memphis,"300 block of Simpson Ave",0,1,N/A
2383654,"August 9, 2022",Illinois,Chicago,"5200 block of S Aberdeen St",0,1,N/A
2383186,"August 9, 2022",Minnesota,Minneapolis,"1100 block of James Ave N",0,1,N/A
2384414,"August 9, 2022",California,"Los Angeles","E Ave 28 and Montecito St",0,1,N/A
2383490,"August 9, 2022",Louisiana,"Saint Martinville","Journet Dr and S Martin Luther King Jr Dr",0,1,N/A
2382363,"August 8, 2022",Wisconsin,Milwaukee,"3261 N 29th St",0,1,N/A
2382338,"August 8, 2022",Kentucky,Louisville,"600 block of S 41st St",0,2,N/A
2383201,"August 8, 2022",Washington,Yakima,"100 block of S Seventh St",0,1,N/A
2382827,"August 8, 2022",Virginia,Richmond,"3100 Carolina Ave",0,4,N/A
2382867,"August 8, 2022",Virginia,"South Boston","300 Poplar Creek St",0,2,N/A
2382719,"August 8, 2022",Illinois,Chicago,"629 E 31st St",0,2,N/A
2382717,"August 8, 2022",Illinois,Chicago,"9724 S Ewing Ave",0,1,N/A
2383042,"August 8, 2022",Kansas,"Kansas City","2601 Park Dr",1,1,N/A
2382991,"August 8, 2022",Maryland,Baltimore,N/A,0,2,N/A
2381962,"August 8, 2022",Maryland,"Capitol Heights","6800 block of Jade Ct",0,1,N/A
2381929,"August 8, 2022",Indiana,Kokomo,"800 block of Maumee Dr",0,1,N/A
2381858,"August 8, 2022",Florida,Miami,"10625 SW 171st St",0,1,N/A
2382722,"August 8, 2022",Illinois,Chicago,"900 block of W 115th St",0,1,N/A
2382675,"August 8, 2022","District of Columbia",Washington,"700 block of 18th St NE",0,2,N/A
2382667,"August 8, 2022",Oregon,Salem,"3300 block of D St NE",0,2,N/A
2383455,"August 8, 2022",Louisiana,"New Orleans","Buffalo Rd and Curran Rd",0,2,N/A
2382439,"August 8, 2022","New York","Corona (Queens)","150-31 118th Ave",0,1,N/A
2386088,"August 7, 2022","North Carolina",Lumberton,"NC-72 and Pine Log Rd",0,1,N/A
2381053,"August 7, 2022",Louisiana,"Baton Rouge","2800 block of Madison Ave",0,3,N/A
2381721,"August 7, 2022",Wisconsin,Milwaukee,"800 block of W Somers St",0,2,N/A
2383033,"August 7, 2022",Pennsylvania,Philadelphia,"700 block of N 13th St",0,1,N/A
2382301,"August 7, 2022",Pennsylvania,Erie,"W 29th St and Cherry  St",0,1,N/A
2381908,"August 7, 2022",Pennsylvania,Philadelphia,"13th St and Fairmount Ave",0,1,N/A
2381900,"August 7, 2022",Ohio,Columbus,"S 21st St and Bryden Rd",0,1,N/A
2381714,"August 7, 2022","New York",Rochester,"100 block of Merrimac St",0,1,N/A
2381342,"August 6, 2022",California,"San Diego","Shasta St and Kendall St",0,3,N/A
2380581,"August 6, 2022",Missouri,"Saint Louis",N/A,0,1,N/A
2426947,"August 6, 2022",Texas,"La Marque","800 block of 1st St",0,1,N/A
2382226,"August 6, 2022",Oklahoma,Seminole,"I-70 and US-377",0,1,N/A
2380463,"August 6, 2022",Virginia,Chesapeake,"2000 block of Linster St",0,1,N/A
2382066,"August 6, 2022","North Carolina",Lumberton,"2333 Lackey St",0,2,N/A
2380309,"August 6, 2022",Maryland,Baltimore,"600 block of McCabe Ave",0,1,N/A
2380276,"August 6, 2022",Illinois,Chicago,"9100 block of S Carpenter St",0,2,N/A
2380929,"August 6, 2022",Ohio,Belpre,"Florence St",0,1,N/A
2380852,"August 6, 2022","New York",Rochester,"First St and Central Park",0,1,N/A
2380783,"August 6, 2022",Pennsylvania,Duquesne,"Orchard Park Ave and Ridge St",0,4,N/A
2380727,"August 6, 2022",Louisiana,"New Orleans","6000 block of Downman Rd",0,1,N/A
2380084,"August 5, 2022",Minnesota,"Saint Paul","180 block of W Wayzata St",0,1,N/A
2380561,"August 5, 2022",Missouri,"Saint Louis","2000 block of Salisbury St",1,1,N/A
2379932,"August 5, 2022","New York","Staten Island","62 Harrison Ave",0,1,N/A
2379865,"August 5, 2022","South Carolina",Georgetown,"Carlos Dr",0,1,N/A
2379803,"August 5, 2022",California,"San Leandro","2200 block of E 14th St",0,1,N/A
2379784,"August 5, 2022",Wisconsin,Milwaukee,"N 11th St and W Chambers St",0,1,N/A
2380505,"August 5, 2022","South Carolina",Winnsboro,"9th St",0,2,N/A
2383068,"August 5, 2022",Pennsylvania,Philadelphia,"1400 block of Hellerman St",0,1,N/A
2383045,"August 5, 2022",Pennsylvania,Philadelphia,"2300 block of N Cleveland St",0,1,N/A
2379966,"August 5, 2022",Kentucky,Louisville,"3407 W Broadway",0,3,N/A
2380260,"August 5, 2022",Illinois,Chicago,"3900 block of S King Dr",0,2,N/A
2380170,"August 5, 2022","New York","Corona (Queens)","219th St and 130th Ave",0,4,N/A
2378851,"August 4, 2022",Tennessee,Nashville,"371 Hickory Trace Dr",1,3,N/A
2378907,"August 4, 2022",Illinois,Chicago,"2200 block of S Lawndale Ave",0,1,N/A
2378633,"August 4, 2022",Utah,"Salt Lake City (West Valley City)","W 4360 S and S 5710 W",0,1,N/A
2378552,"August 4, 2022",Connecticut,Hartford,"80 block of Pershing St",0,1,N/A
2379698,"August 4, 2022",Missouri,"Saint Louis","Hickory Ln and Dillon Dr",0,1,N/A
2379267,"August 4, 2022","South Carolina",Anderson,"2000 Dobbins Bridge Rd",0,1,N/A
2379417,"August 4, 2022",Illinois,Chicago,"800 block of W 72nd St",0,1,N/A
2378567,"August 4, 2022",Illinois,Chicago,"100 block of N Mayfield Ave",0,2,N/A
2379099,"August 4, 2022",California,Stockton,"E Morada Ln and Maranatha Dr",1,1,N/A
2378554,"August 4, 2022",Pennsylvania,Philadelphia,"5300 block of Parrish St",1,1,N/A
2378603,"August 3, 2022",Indiana,Indianapolis,"4700 block of E 19th St",0,1,N/A
2378866,"August 3, 2022",Wisconsin,Kenosha,"50th St and 14th Ave",0,2,N/A
2377855,"August 3, 2022",California,"Panorama City","Parthenia St and Tobias Ave",1,4,N/A
2377738,"August 3, 2022","District of Columbia",Washington,"2200 block of Savannah Terrace SE",0,1,N/A
2377579,"August 3, 2022",Florida,Orlando,"600 block of 19th St",0,1,N/A
2378159,"August 3, 2022",Michigan,Detroit,"Leonard St and S Patricia St",0,1,N/A
2377393,"August 3, 2022",Florida,"Saint Augustine","St Augustine Blvd and Kings Estate Rd",0,1,N/A
2377620,"August 3, 2022",Maryland,Annapolis,"10 block of Marcs Ct",0,1,N/A
2378473,"August 3, 2022",Oklahoma,"Oklahoma City (Moore)","NW 28th St and N Nottingham Way",0,2,N/A
2378195,"August 3, 2022",Maryland,Baltimore,"200 block of N Fremont Ave",0,1,N/A
2377736,"August 2, 2022","District of Columbia",Washington,"2300 block of Good Hope Ct SE",0,1,N/A
2377905,"August 2, 2022",Virginia,Portsmouth,N/A,0,1,N/A
2377003,"August 2, 2022",Ohio,Toledo,"200 block of E Pearl St",0,1,N/A
2376658,"August 2, 2022",Minnesota,Minneapolis,"600 block of W Broadway Ave",0,3,N/A
2377519,"August 2, 2022",Florida,"Fort Lauderdale","200 block of NW 11th Ct",0,1,N/A
2376418,"August 2, 2022",Texas,Spring,"6900 block of Round Rose Ct",0,2,N/A
2376378,"August 2, 2022","District of Columbia",Washington,"1600 block of Fort Dupont St SE",0,1,N/A
2375668,"August 1, 2022",Wisconsin,Milwaukee,"N 14th St and W Wright St",0,1,N/A
2377913,"August 1, 2022","North Carolina",Asheboro,"517 W Wainman Ave",0,2,N/A
2376829,"August 1, 2022",Virginia,Portsmouth,"4200 block of Moregate Ln",0,1,N/A
2375444,"August 1, 2022",Missouri,"Saint Louis","5900 block of Sherry Ave",0,1,N/A
2375694,"August 1, 2022",Delaware,Wilmington,"400 block of W 7th St",0,1,N/A
2377238,"August 1, 2022",California,Salinas,"Salinas St and West Gabilan St",0,3,N/A
2376065,"August 1, 2022",Oklahoma,"Oklahoma City","SW 22nd St and S Blackwelder Ave",1,1,N/A
2376546,"August 1, 2022",Michigan,"Grand Rapids","Eastern Ave SE and Hall St SE",0,1,N/A
2375433,"August 1, 2022",Minnesota,Minneapolis,"I-35W and E 28th St",0,3,N/A
2377814,"July 31, 2022",Tennessee,Moscow,TN-57,0,1,N/A
2374633,"July 31, 2022","New York",Rochester,"1425 Portland Ave",0,1,N/A
2375002,"July 31, 2022",Texas,"Fort Worth","3600 block of Lipscomb St",0,1,N/A
2374983,"July 31, 2022",Illinois,Champaign,"1200 block of Alberta Pkwy",0,1,N/A
2375740,"July 31, 2022",Nebraska,Omaha,"N 36th St and Fort St",0,1,N/A
2374920,"July 31, 2022",Louisiana,Opelousas,"800 block of Rice Ln",0,1,N/A
2374867,"July 31, 2022",Maryland,Baltimore,"3300 block of Lake Ave",0,1,N/A
2375799,"July 31, 2022",Georgia,Douglasville,"6700 Douglas Blvd",0,1,N/A
2375559,"July 31, 2022",Michigan,Adrian,"W Maumee St and N Madison St",0,1,N/A
2375557,"July 31, 2022",Florida,Miami,"SW 113th Pl and SW 231st Ln",0,1,N/A
2374846,"July 31, 2022",Pennsylvania,Philadelphia,"Ontario St and Emerald St",0,2,N/A
2374990,"July 31, 2022",Illinois,Decatur,"2874 N Dinneen St",1,3,N/A
2375344,"July 31, 2022",Illinois,Chicago,"3900 block of W Van Buren St",0,1,N/A
2376180,"July 31, 2022",Texas,Houston,"Burma Rd and South Loop",0,1,N/A
2377297,"July 31, 2022","South Carolina",Lancaster,"Caroline Ct",0,1,N/A
2375146,"July 31, 2022",Michigan,Detroit,"8600 block of Penrod St",0,2,N/A
2375073,"July 30, 2022","North Carolina",Goldsboro,"900 block of S Audubon Ave",0,2,N/A
2374321,"July 30, 2022",Louisiana,"Cotton Valley","Crow St and Cotton Valley Ave",0,3,N/A
2374155,"July 30, 2022",Pennsylvania,Philadelphia,"4200 block of Vista St",0,1,N/A
2375108,"July 30, 2022",Massachusetts,Boston,"77 Dakota St",0,3,N/A
2375666,"July 30, 2022",California,"Los Angeles","Wilmington Ave and Century Blvd",0,1,N/A
2374925,"July 30, 2022",Alabama,Montgomery,"500 block of E Patton Ave",0,1,N/A
2373970,"July 30, 2022",Missouri,"Saint Louis","Sells Ave and Newby St",0,1,N/A
2373903,"July 30, 2022","District of Columbia",Washington,"955 Longfellow St SW",1,2,N/A
2373859,"July 30, 2022",Georgia,Girard,"232 Claxton Rd",1,4,N/A
2374248,"July 30, 2022",Connecticut,Hartford,"640 Broad St",0,1,N/A
2373459,"July 29, 2022",Tennessee,Chattanooga,"2100 Wisdom St",0,3,N/A
2373238,"July 29, 2022",Georgia,"Warner Robins","Laura Ave",0,1,N/A
2373968,"July 29, 2022",Missouri,"Saint Louis","Penrose St and Shreve Ave",0,1,N/A
2372816,"July 29, 2022",Arizona,Phoenix,"19th Ave and Cholla St",0,1,N/A
2373111,"July 29, 2022",Florida,Miami,"10875 SW 216th St",0,4,N/A
2373632,"July 29, 2022",Ohio,Columbus,"2000 block of Fairwood Ave",1,1,N/A
2378468,"July 29, 2022",Missouri,"East Prairie","100 block of Janie Ln",0,1,N/A
2374276,"July 29, 2022",Texas,Houston,"Bugle Rd",1,1,N/A
2373500,"July 28, 2022",California,"San Francisco","1100 block of Connecticut St",0,1,N/A
2372333,"July 28, 2022",Tennessee,Nashville,"1817 West End Ave",0,1,N/A
2372350,"July 28, 2022",Texas,"San Antonio","Woodstone Dr",0,1,N/A
2373121,"July 28, 2022",Kansas,Wichita,"1100 block of N Harding Ave",0,1,N/A
2372944,"July 28, 2022",Maryland,Hyattsville,"2900 block of Belcrest Center Dr",0,1,N/A
2372152,"July 28, 2022",Ohio,Toledo,"300 block of Dennis Ct",0,1,N/A
2372718,"July 28, 2022",Pennsylvania,Philadelphia,"100 block of S 60th St",0,1,N/A
2371984,"July 28, 2022",Indiana,Indianapolis,"4281 N High School Rd",0,1,N/A
2372379,"July 28, 2022",Illinois,Chicago,"2000 block of W Oakdale Ave",0,2,N/A
2372684,"July 28, 2022",Illinois,Chicago,"7200 block of S Artesian Ave",0,1,N/A
2371954,"July 28, 2022",Illinois,Chicago,"1700 block of E 67th St",0,1,N/A
2372589,"July 28, 2022","North Carolina",Charlotte,"Silver Arrow Dr and E Arrowood Rd",0,1,N/A
2373566,"July 28, 2022",Mississippi,Brandon,"Old Fannin Rd and Oak Grove Dr",0,1,N/A
2372423,"July 27, 2022","New Mexico","Las Cruces","E Park Dr and Branson Ave",0,1,N/A
2371375,"July 27, 2022","South Carolina",Darlington,"400 block of Rio Dr",0,1,N/A
2370760,"July 27, 2022",Georgia,Macon,"624 Forest Hill Rd",2,2,N/A
2371726,"July 27, 2022",Minnesota,Minneapolis,"900 block of N Sheridan Ave",0,1,N/A
2372168,"July 27, 2022",Ohio,Columbus,"2400 block of Century Dr",0,1,N/A
2372161,"July 27, 2022",Ohio,Akron,"2200 block of 26th St SW",0,1,N/A
2370844,"July 27, 2022",Illinois,Chicago,"200 block of N Kilpatrick Ave",0,2,N/A
2370842,"July 27, 2022",Illinois,Chicago,"6100 block of S Bishop St",0,1,N/A
2374470,"July 27, 2022",Washington,"Tacoma (Parkland)","98th St S and Ainsworth St S",0,2,N/A
2371947,"July 27, 2022",Maryland,Hyattsville,"2900 block of Belcrest Center Dr",0,1,N/A
2371416,"July 27, 2022",Louisiana,Hahnville,"300 block of Sycamore St",1,3,N/A
2376266,"July 27, 2022",California,Taft,"100 block of Lucard St",0,1,N/A
2371744,"July 27, 2022",Alabama,Birmingham,"100 block of 1st Ave SW",0,1,N/A
2371379,"July 27, 2022",Minnesota,Minneapolis,"1100 block of 24th Ave N",0,1,N/A
2370937,"July 27, 2022","New York",Gloversville,"216 E Fulton St",0,2,N/A
2371313,"July 26, 2022",Tennessee,Chattanooga,"2900 block of Taylor St",0,1,N/A
2371463,"July 26, 2022",Texas,Houston,"Carroll Oliver Way and Sonora St",0,1,N/A
2370467,"July 26, 2022",Utah,"Salt Lake City (West Valley City)","3090 W Tess Ave",0,1,N/A
2370671,"July 26, 2022",Wisconsin,Milwaukee,"6410 W Silver Spring Dr",0,2,N/A
2370618,"July 26, 2022",Michigan,Detroit,"15850 Joy Rd",0,1,N/A
2371140,"July 26, 2022","New Mexico",Clovis,"320 W 21st St",0,1,N/A
2371347,"July 26, 2022",Tennessee,Nashville,"6535 Premier Dr",0,1,N/A
2370137,"July 25, 2022",Michigan,"Benton Harbor","1901 Council Dr",0,3,N/A
2369613,"July 25, 2022","South Carolina",Charleston,"28 Wendy Ln",0,1,N/A
2370430,"July 25, 2022",Missouri,"Saint Louis","Lalite Ave and Goodfellow Blvd",0,2,N/A
2370032,"July 25, 2022",Illinois,Evanston,"1300 block of Fowler Ave",0,1,N/A
2370188,"July 25, 2022",Minnesota,"Minneapolis (Brooklyn Park)","7100 Zane Ave N",0,1,N/A
2369798,"July 25, 2022","New York",Bronx,"958 Rev James A Polite Ave",0,2,N/A
2370095,"July 25, 2022",Georgia,Macon,"5000 block of Bloomfield Rd",0,2,N/A
2370964,"July 25, 2022",Wisconsin,Milwaukee,N/A,0,1,N/A
2370074,"July 25, 2022",Texas,Killeen,"3900 block of John Haedge Dr",0,1,N/A
2370026,"July 25, 2022",Illinois,Chicago,"500 block of W Garfield Blvd",0,3,N/A
2368818,"July 25, 2022",Illinois,Chicago,"300 block of S Kilpatrick Ave",0,2,N/A
2369870,"July 25, 2022",Alabama,Birmingham,"7200 block of Rome Ave",0,2,N/A
2369851,"July 25, 2022",Louisiana,"Port Allen","215 N Lobdell Hwy",0,1,N/A
2368763,"July 24, 2022",Louisiana,"New Orleans","1300 block of Lamanche St",0,1,N/A
2369553,"July 24, 2022",Virginia,Manassas,"7400 block of Barbados Ln",0,1,N/A
2369547,"July 24, 2022",Virginia,Dumfries,"Sycamore Valley Way and Tulip Tree Pl",0,1,N/A
2368407,"July 24, 2022","New Jersey",Paterson,"10th Ave and E 26th St",0,1,N/A
2368575,"July 24, 2022",California,"San Pedro","560 N Western Ave",2,6,N/A
2369218,"July 24, 2022",Ohio,Cincinnati,"600 block of Dutch Colony Dr",0,1,N/A
2368263,"July 24, 2022",Georgia,Atlanta,"369 McDaniel St NW",0,3,N/A
2368029,"July 24, 2022",Georgia,Atlanta,"1695 Northside Dr NW",0,8,N/A
2368965,"July 24, 2022",Arizona,"El Mirage","N B St and W Meyer Ln",0,1,N/A
2368945,"July 24, 2022","New Mexico",Roswell,"1400 block of E Tilden St",1,2,N/A
2368836,"July 24, 2022",Illinois,Chicago,"6700 block of S Throop St",0,1,N/A
2368797,"July 24, 2022",Illinois,Chicago,"12200 block of S Lowe Ave",0,2,N/A
2368049,"July 24, 2022",Texas,Dallas,"3638 Cortez Dr",1,3,N/A
2367675,"July 23, 2022",Maryland,Baltimore,"600 block of N Potomac St",0,3,N/A
2368321,"July 23, 2022","South Carolina",Columbia,"3213 Farrow Rd",0,2,N/A
2367664,"July 23, 2022",Texas,"El Paso","14100 block of Honey Point Dr",0,4,N/A
2367530,"July 23, 2022",Georgia,Atlanta,"1981 Martin Luther King Jr Blvd NW",0,1,N/A
2392234,"July 23, 2022","South Carolina",Winnsboro,"Calhoun St",0,2,N/A
2368404,"July 23, 2022",Minnesota,Minneapolis,"1615 N Dowling Ave",0,1,N/A
2370223,"July 23, 2022","North Carolina",Salisbury,"E Lafayette St",0,1,N/A
